L1,6,400,50,0.001,0.85,0.8626,0.8561
L1,5,200,150,0.001,0.9,0.8474,0.8485
L1,7,400,200,0.01,0.95,0.881,0.8814
L1,5,200,100,0.001,0.9,0.8738,0.8703
L1,8,200,50,0.001,0.95,0.837,0.8368
L1,9,200,100,0.01,0.95,0.851,0.8498
L1,7,400,100,0.001,0.85,0.8614,0.8601
L1,7,200,100,0.0005,0.85,0.8632,0.862
L1,5,200,150,0.01,0.85,0.8342,0.8328
L1,6,600,50,0.005,0.85,0.8774,0.8741
L1,7,200,200,0.001,0.95,0.8464,0.8459
L1,5,200,100,0.0005,0.9,0.8652,0.8678
L1,10,400,150,0.01,0.85,0.8454,0.8363
L1,9,600,50,0.005,0.9,0.8664,0.8587
L1,9,400,100,0.0005,0.85,0.8512,0.8508
L1,9,600,100,0.01,0.95,0.8554,0.8631
L1,7,600,200,0.0005,0.95,0.852,0.8405
L1,9,200,200,0.01,0.95,0.8432,0.849
L1,10,600,150,0.005,0.95,0.8576,0.8477
L1,8,600,100,0.01,0.85,0.8386,0.8437
L1,9,600,50,0.001,0.9,0.84,0.8382
L1,7,600,150,0.001,0.95,0.8396,0.8254
L1,7,400,150,0.01,0.9,0.8634,0.8547
L1,10,400,150,0.005,0.85,0.8472,0.8426
L1,7,600,150,0.001,0.9,0.8686,0.8561
L1,7,600,100,0.01,0.9,0.8658,0.8675
L1,9,200,50,0.0005,0.85,0.8596,0.8566
L1,10,200,200,0.001,0.85,0.8594,0.8568
L1,7,400,200,0.01,0.9,0.8586,0.86
L1,5,200,100,0.005,0.9,0.8482,0.8552
L1,6,200,200,0.005,0.9,0.8542,0.8532
L1,5,200,100,0.001,0.9,0.8384,0.8341
L1,5,400,100,0.01,0.95,0.8716,0.8718
L1,9,400,50,0.005,0.95,0.8468,0.8409
L1,6,400,100,0.0005,0.95,0.8784,0.8767
L1,8,400,150,0.005,0.9,0.8662,0.8485
L1,10,200,100,0.0005,0.95,0.832,0.8285
L1,6,200,50,0.01,0.95,0.8588,0.8569
L1,7,400,100,0.01,0.85,0.8522,0.8618
L1,8,200,150,0.001,0.95,0.8388,0.8338
L1,8,400,100,0.001,0.95,0.8478,0.8517
L1,9,600,200,0.005,0.95,0.8742,0.8705
L1,6,400,50,0.005,0.9,0.864,0.8582
L1,8,600,100,0.005,0.85,0.866,0.8678
L1,8,600,150,0.005,0.95,0.8468,0.8313
L1,8,600,200,0.01,0.95,0.877,0.8693
L1,8,600,150,0.0005,0.9,0.8444,0.8342
L1,7,200,100,0.001,0.9,0.8644,0.8696
L1,9,600,100,0.01,0.95,0.8542,0.8495
L1,10,400,50,0.005,0.9,0.8594,0.857
L1,9,600,200,0.0005,0.95,0.8558,0.8507
L1,9,400,150,0.005,0.85,0.8694,0.8595
L1,10,400,50,0.001,0.85,0.8602,0.8508
L1,9,400,200,0.001,0.85,0.8742,0.8832
L1,7,600,50,0.01,0.85,0.8658,0.865
L1,9,200,150,0.0005,0.85,0.8348,0.8221
L1,5,200,200,0.001,0.95,0.8472,0.8409
L1,10,200,50,0.0005,0.9,0.8336,0.831
L1,7,200,100,0.005,0.95,0.839,0.8353
L1,8,400,100,0.005,0.95,0.8676,0.8605
L1,10,200,200,0.01,0.85,0.8524,0.8544
L1,6,600,200,0.001,0.85,0.883,0.8778
L1,5,400,200,0.01,0.85,0.8714,0.8678
L1,7,600,150,0.005,0.9,0.8354,0.816
L1,6,400,50,0.001,0.9,0.8522,0.8559
L1,9,200,200,0.005,0.9,0.8486,0.8487
L1,7,200,50,0.001,0.9,0.8564,0.8486
L1,5,600,150,0.0005,0.85,0.8814,0.8783
L1,10,400,100,0.001,0.9,0.8542,0.8443
L1,8,600,100,0.005,0.95,0.8652,0.8626
L1,10,400,100,0.001,0.95,0.862,0.8641
L1,6,200,150,0.001,0.95,0.8586,0.8542
L1,9,600,200,0.001,0.9,0.8526,0.8516
L1,8,400,50,0.001,0.85,0.8634,0.8634
L1,9,600,150,0.0005,0.95,0.8666,0.8561
L1,5,600,200,0.01,0.85,0.8678,0.8715
L1,7,200,150,0.01,0.95,0.8178,0.8048
L1,6,200,50,0.005,0.85,0.868,0.8631
L1,8,200,100,0.001,0.95,0.8526,0.8469
L1,9,600,150,0.01,0.95,0.86,0.8558
L1,9,200,100,0.001,0.95,0.8622,0.8526
L1,9,600,50,0.001,0.9,0.8536,0.8524
L1,7,400,100,0.001,0.95,0.8552,0.8548
L1,5,200,100,0.0005,0.85,0.8592,0.8521
L1,6,200,100,0.001,0.85,0.864,0.8641
L1,9,400,150,0.0005,0.9,0.8524,0.8386
L1,10,600,200,0.005,0.85,0.8766,0.8661
