L2,6,200,50,0.001,0.85,0.6981912,0.6971712
L2,9,400,50,0.005,0.95,0.69406533,0.69294995
L2,5,400,200,0.001,0.9,0.67032164,0.6706973
L2,5,400,150,0.001,0.95,0.5923886,0.5941499
L2,10,400,100,0.0005,0.9,0.37762514,0.3788751
L2,10,400,50,0.01,0.9,0.5673641,0.56746817
L2,9,600,100,0.005,0.9,0.66578996,0.66544455
L2,8,400,150,0.001,0.95,0.41078413,0.41287255
L2,10,200,100,0.01,0.85,0.7144359,0.7143496
L2,7,400,150,0.001,0.9,0.6615027,0.6616657
L2,6,600,150,0.001,0.95,0.6503177,0.6509304
L2,10,400,50,0.005,0.85,0.69216853,0.69228756
L2,8,600,50,0.01,0.85,0.7085256,0.7091898
L2,5,200,150,0.0005,0.85,0.6198426,0.61871
L2,8,400,150,0.001,0.85,0.6831101,0.6823736
L2,7,200,50,0.0005,0.95,0.7140937,0.71423227
L2,9,200,200,0.01,0.85,0.521754,0.5234394
L2,7,400,200,0.005,0.85,0.42279527,0.42284763
L2,7,200,200,0.005,0.95,0.6816338,0.680907
L2,5,400,200,0.005,0.95,0.57455516,0.57659996
L2,8,600,100,0.001,0.85,0.65910244,0.65860546
L2,8,400,150,0.0005,0.95,0.6726144,0.6733933
L2,6,400,50,0.001,0.9,0.659298,0.6601038
L2,6,600,100,0.01,0.95,0.63934296,0.64070356
L2,8,400,200,0.001,0.95,0.43721157,0.43912408
L2,8,600,150,0.0005,0.95,0.7051134,0.7058313
L2,10,600,50,0.005,0.95,0.53409755,0.53285474
L2,5,200,100,0.0005,0.9,0.6788571,0.6777686
L2,9,200,200,0.0005,0.9,0.66806805,0.66756374
L2,10,400,100,0.01,0.9,0.68965095,0.69023436
L2,6,400,200,0.001,0.95,0.6587456,0.6577206
L2,6,400,200,0.005,0.9,0.65437037,0.6565596
L2,8,600,50,0.005,0.9,0.6987583,0.69961065
L2,6,200,50,0.005,0.95,0.6961429,0.6972226
L2,9,200,150,0.0005,0.95,0.6803138,0.6795529
L2,5,400,200,0.0005,0.85,0.66508114,0.6643495
L2,6,200,200,0.005,0.9,0.6193146,0.620746
L2,9,400,150,0.01,0.85,0.69007134,0.689484
L2,9,400,100,0.01,0.85,0.36615175,0.3680714
L2,10,400,150,0.0005,0.85,0.39634338,0.3971974
L2,10,200,50,0.01,0.85,0.46949062,0.46949175
L2,6,600,100,0.01,0.85,0.3568195,0.35771254
L2,8,600,200,0.001,0.85,0.60897535,0.6089133
L2,6,400,150,0.01,0.95,0.6559689,0.6566769
L2,7,600,50,0.01,0.85,0.34514567,0.3457845
L2,7,400,150,0.001,0.85,0.66089165,0.6609544
L2,7,600,100,0.005,0.95,0.68127686,0.68178207
L2,8,600,200,0.01,0.9,0.6543899,0.65491456
L2,9,200,200,0.005,0.85,0.69103444,0.6911803
L2,8,400,150,0.005,0.85,0.68739736,0.68719614
L2,7,600,50,0.001,0.95,0.6686791,0.6679939
L2,5,600,200,0.01,0.9,0.6634924,0.6625334
L2,6,400,50,0.01,0.85,0.62419826,0.62426335
L2,10,600,100,0.005,0.9,0.6923201,0.6923829
L2,10,600,200,0.01,0.9,0.3899443,0.39093515
L2,8,600,150,0.01,0.9,0.44089264,0.44224054
L2,6,200,100,0.0005,0.95,0.6759826,0.6742659
L2,7,200,150,0.001,0.9,0.54935473,0.5488036
L2,9,600,50,0.0005,0.85,0.5209963,0.5230703
L2,8,200,100,0.005,0.85,0.69584966,0.69472206
L2,7,600,100,0.0005,0.85,0.69881696,0.6982956
L2,6,400,50,0.001,0.9,0.6404527,0.6400827
L2,8,200,200,0.0005,0.9,0.6785589,0.6793109
L2,9,400,50,0.001,0.9,0.7119574,0.7125433
L2,8,400,150,0.001,0.95,0.6689871,0.66778123
L2,10,600,100,0.01,0.85,0.68190265,0.68124187
L2,6,400,50,0.0005,0.95,0.578246,0.578245
