L1,7,600,100,0.005,0.9,0.6668166,0.66791326
L1,7,200,50,0.0005,0.85,0.6238463,0.6235423
L1,9,200,150,0.0005,0.85,0.6365565,0.63653606
L1,7,200,150,0.0005,0.95,0.66204536,0.6625994
L1,8,200,200,0.005,0.95,0.4860139,0.48821247
L1,10,400,50,0.001,0.85,0.41806805,0.4186508
L1,7,400,150,0.005,0.95,0.66576064,0.6669722
L1,5,600,150,0.005,0.9,0.6527327,0.65276605
L1,8,600,100,0.005,0.9,0.68385804,0.6843901
L1,7,400,150,0.0005,0.95,0.69749707,0.69910467
L1,5,200,150,0.0005,0.9,0.6193488,0.6156228
L1,9,400,150,0.001,0.9,0.6755573,0.6768593
L1,6,200,150,0.001,0.85,0.64584965,0.64596856
L1,7,600,50,0.01,0.85,0.67974186,0.68115145
L1,7,200,150,0.0005,0.85,0.6675694,0.66707975
L1,10,400,50,0.001,0.9,0.5698768,0.569602
L1,9,600,200,0.005,0.9,0.6774052,0.6775486
L1,5,400,150,0.0005,0.95,0.6283291,0.62750936
L1,8,400,200,0.0005,0.85,0.62842685,0.62853837
L1,9,600,100,0.01,0.9,0.6790575,0.68045485
L1,10,600,200,0.01,0.85,0.67587507,0.6762727
L1,8,600,150,0.005,0.85,0.61162007,0.6104361
L1,10,400,150,0.005,0.95,0.67405164,0.6749772
L1,5,400,150,0.01,0.95,0.6724237,0.6726527
L1,6,200,50,0.001,0.95,0.6860334,0.6891589
L1,5,200,100,0.005,0.9,0.6703901,0.6697196
L1,6,200,150,0.0005,0.85,0.5901789,0.5895473
L1,6,400,150,0.01,0.85,0.69798106,0.69781655
L1,9,400,200,0.0005,0.95,0.6587016,0.659918
L1,10,400,150,0.0005,0.95,0.34830368,0.34714106
L1,7,200,100,0.0005,0.9,0.63283634,0.63327295
L1,9,600,150,0.0005,0.85,0.6937867,0.69469273
L1,5,600,200,0.01,0.9,0.5647194,0.5651119
L1,10,600,150,0.001,0.85,0.667413,0.6686636
L1,10,600,50,0.0005,0.95,0.67872995,0.67988044
L1,10,400,100,0.0005,0.85,0.68239146,0.6816012
L1,9,400,50,0.005,0.95,0.50066483,0.4985762
L1,10,600,100,0.01,0.9,0.6881844,0.6887849
L1,10,200,200,0.005,0.85,0.66422564,0.6650119
L1,9,600,200,0.001,0.85,0.6572937,0.65854436
L1,5,200,50,0.0005,0.9,0.5179556,0.5159917
L1,5,400,50,0.005,0.9,0.69315606,0.6945168
L1,6,400,100,0.005,0.85,0.59247166,0.5913805
L1,8,600,100,0.005,0.85,0.67254597,0.6711275
L1,10,400,200,0.001,0.85,0.6881746,0.6884378
L1,5,600,100,0.005,0.9,0.6725753,0.6739213
L1,9,200,100,0.0005,0.95,0.6708496,0.6690107
L1,5,600,50,0.005,0.9,0.53137463,0.53169614
L1,10,600,200,0.0005,0.95,0.6602659,0.66159236
L1,8,400,200,0.005,0.85,0.501007,0.5017806
L1,6,600,50,0.005,0.85,0.69007134,0.69048613
L1,9,200,100,0.0005,0.85,0.68733865,0.68828386
L1,10,400,100,0.001,0.85,0.6815604,0.6828869
L1,6,600,150,0.01,0.85,0.6613023,0.6628487
L1,7,200,200,0.001,0.85,0.5795121,0.5827913
L1,10,600,100,0.001,0.85,0.6343958,0.6330579
L1,10,200,200,0.0005,0.95,0.64567363,0.6463376
L1,8,600,50,0.01,0.9,0.49571276,0.49624193
L1,9,200,100,0.005,0.9,0.6406385,0.6401878
L1,9,200,150,0.001,0.9,0.6576114,0.658845
L1,6,400,150,0.01,0.95,0.53401446,0.5339351
L1,9,400,150,0.0005,0.9,0.624956,0.62407273
L1,6,200,50,0.001,0.95,0.6585452,0.66017467
L1,9,600,50,0.0005,0.95,0.6953559,0.6958709
L1,5,200,200,0.005,0.9,0.55858916,0.5608613
L1,8,400,200,0.005,0.9,0.690834,0.69267374
L1,6,400,50,0.001,0.85,0.70510364,0.7067161
L1,5,400,150,0.001,0.95,0.6291846,0.6288782
L1,6,400,100,0.001,0.9,0.6733966,0.6744052
L1,8,400,150,0.0005,0.95,0.6927845,0.69360995
L1,8,200,200,0.001,0.95,0.6723162,0.67494786
L1,9,200,150,0.005,0.9,0.6944662,0.69583666
L1,5,600,200,0.001,0.95,0.616885,0.6174267
L1,7,200,150,0.0005,0.95,0.590614,0.58931756
L1,7,600,200,0.005,0.85,0.67936057,0.6780717
L1,6,200,100,0.001,0.85,0.5691191,0.5695898
L1,5,600,50,0.01,0.95,0.5210158,0.5199856
L1,6,400,200,0.005,0.9,0.579561,0.579318
L1,6,400,150,0.005,0.85,0.6731375,0.6738113
L1,5,600,150,0.0005,0.9,0.51708543,0.51785177
L1,6,400,50,0.001,0.95,0.4464167,0.445049
L1,9,400,150,0.01,0.95,0.67229664,0.67217606
L1,7,600,200,0.005,0.95,0.5932098,0.59336525
L1,10,200,200,0.01,0.95,0.43294877,0.43114105
L1,7,200,150,0.001,0.9,0.6012759,0.60199845
L1,6,400,100,0.001,0.85,0.6571324,0.65800416
L1,8,600,100,0.001,0.9,0.6711234,0.669766
L1,5,200,50,0.01,0.85,0.6566386,0.6578477
L1,8,600,100,0.01,0.9,0.674824,0.67513365
L1,9,600,50,0.001,0.9,0.6342491,0.6326008
L1,5,400,50,0.0005,0.9,0.70476633,0.7064815
L1,6,400,50,0.001,0.95,0.5133604,0.5142978
L1,6,400,100,0.0005,0.95,0.6700919,0.6689985
L1,8,400,100,0.001,0.85,0.6842833,0.6844561
L1,8,600,50,0.005,0.85,0.5351242,0.5348126
L1,7,600,100,0.005,0.85,0.63798887,0.63843524
L1,7,400,200,0.005,0.9,0.41201603,0.41334918
L1,5,600,200,0.01,0.85,0.5760315,0.5792691
L1,6,600,200,0.001,0.95,0.541401,0.54311824
L1,7,600,200,0.0005,0.95,0.6684982,0.668011
