BlackOut,8,200,50,0.001,0.9,0.66234356,0.6626605
BlackOut,9,200,150,0.001,0.95,0.68535393,0.6853898
BlackOut,10,200,50,0.001,0.9,0.68064624,0.68081415
BlackOut,8,400,200,0.005,0.9,0.6707323,0.6706093
BlackOut,9,200,150,0.01,0.95,0.6777718,0.67672485
BlackOut,5,600,200,0.0005,0.95,0.6416357,0.64114106
BlackOut,8,600,100,0.001,0.9,0.6904478,0.69043726
BlackOut,5,400,100,0.01,0.85,0.56364393,0.5630782
BlackOut,8,600,200,0.005,0.9,0.6841758,0.686436
BlackOut,7,200,50,0.001,0.95,0.55002934,0.548437
BlackOut,8,200,100,0.005,0.9,0.6659611,0.66654444
BlackOut,10,600,150,0.001,0.95,0.69937426,0.70130205
BlackOut,6,400,150,0.001,0.95,0.5919828,0.5924389
BlackOut,7,200,50,0.005,0.95,0.6698719,0.67005444
BlackOut,9,200,200,0.0005,0.9,0.61756945,0.6168719
BlackOut,10,200,100,0.0005,0.85,0.629385,0.62771225
BlackOut,6,200,100,0.01,0.85,0.5595522,0.5579868
BlackOut,6,400,200,0.001,0.95,0.61323327,0.61359656
BlackOut,10,600,200,0.01,0.95,0.68976337,0.6907599
BlackOut,9,200,50,0.0005,0.95,0.5090927,0.5079109
BlackOut,8,600,50,0.005,0.95,0.65296733,0.6533527
BlackOut,9,400,200,0.01,0.85,0.6724433,0.6743637
BlackOut,10,600,50,0.005,0.9,0.6435618,0.6408771
BlackOut,10,600,50,0.01,0.85,0.6854566,0.68654597
BlackOut,5,200,150,0.005,0.95,0.6465438,0.64615184
BlackOut,9,400,50,0.01,0.9,0.6716465,0.6732418
BlackOut,5,400,150,0.01,0.9,0.63773465,0.640508
BlackOut,8,400,200,0.01,0.85,0.65886295,0.66039467
BlackOut,6,600,50,0.01,0.9,0.65811986,0.6594341
BlackOut,7,200,200,0.001,0.95,0.6456834,0.6459392
BlackOut,10,400,150,0.01,0.85,0.44388932,0.44355798
BlackOut,8,600,50,0.01,0.9,0.6851975,0.68561226
BlackOut,10,200,150,0.001,0.85,0.4401936,0.4393025
BlackOut,9,400,200,0.01,0.95,0.66054946,0.66021377
BlackOut,10,400,150,0.01,0.85,0.6232352,0.6239798
BlackOut,7,600,50,0.005,0.9,0.6664108,0.6659065
BlackOut,5,200,100,0.0005,0.95,0.6116836,0.60872996
BlackOut,6,200,50,0.0005,0.95,0.6633359,0.66452307
BlackOut,9,200,100,0.0005,0.85,0.48670316,0.4838812
BlackOut,8,400,150,0.005,0.95,0.6861752,0.6869566
BlackOut,8,200,100,0.005,0.9,0.5683809,0.5675048
BlackOut,8,200,200,0.0005,0.85,0.6388786,0.639413
BlackOut,7,600,200,0.0005,0.85,0.661317,0.6624381
BlackOut,9,400,150,0.0005,0.85,0.6814529,0.6816794
BlackOut,6,200,200,0.005,0.95,0.6251173,0.62660253
BlackOut,10,200,150,0.0005,0.85,0.6655309,0.66516834
BlackOut,8,400,100,0.005,0.95,0.58787155,0.5860569
BlackOut,8,600,100,0.01,0.95,0.60471255,0.6036605
BlackOut,9,200,50,0.005,0.85,0.7022634,0.7024142
BlackOut,8,600,150,0.005,0.95,0.6577288,0.658955
BlackOut,10,600,150,0.01,0.95,0.68194175,0.6821096
BlackOut,8,200,150,0.0005,0.9,0.65209717,0.65232366
BlackOut,6,400,100,0.0005,0.95,0.6700919,0.66889584
BlackOut,7,400,200,0.005,0.85,0.64046735,0.6396941
BlackOut,6,200,200,0.01,0.9,0.6547761,0.65670377
BlackOut,5,400,200,0.0005,0.95,0.62212557,0.6226257
BlackOut,8,600,50,0.001,0.9,0.5256306,0.52441466
BlackOut,8,400,150,0.001,0.85,0.689783,0.6900022
BlackOut,10,200,50,0.0005,0.95,0.67149,0.67212474
BlackOut,8,600,50,0.001,0.85,0.6783242,0.67925227
BlackOut,7,600,150,0.01,0.95,0.6886537,0.6889878
BlackOut,8,200,50,0.005,0.9,0.6599775,0.6609495
BlackOut,6,400,150,0.001,0.85,0.667941,0.6678204
BlackOut,7,600,150,0.005,0.95,0.68811595,0.6887898
BlackOut,10,200,50,0.005,0.85,0.67997164,0.68119055
BlackOut,10,200,100,0.01,0.85,0.6054361,0.6033599
BlackOut,9,400,200,0.0005,0.9,0.6887857,0.6896306
BlackOut,9,400,150,0.005,0.9,0.658555,0.66017467
BlackOut,9,600,100,0.001,0.85,0.6637075,0.6631469
BlackOut,9,400,100,0.001,0.95,0.6787153,0.67825985
BlackOut,10,600,50,0.005,0.85,0.6857401,0.6873135
BlackOut,8,200,150,0.005,0.85,0.6726535,0.67228603
BlackOut,6,200,150,0.01,0.9,0.6732548,0.6740386
BlackOut,10,200,100,0.005,0.9,0.51468027,0.51237416
BlackOut,5,200,150,0.001,0.95,0.6601584,0.6608517
BlackOut,9,400,100,0.01,0.85,0.6413424,0.6406229
BlackOut,9,200,150,0.01,0.9,0.6848797,0.6844121
BlackOut,9,400,100,0.01,0.95,0.687544,0.6879148
BlackOut,6,200,150,0.001,0.85,0.6561107,0.6563176
BlackOut,5,400,200,0.0005,0.95,0.6298201,0.6305256
BlackOut,5,600,150,0.01,0.95,0.6450821,0.645509
BlackOut,8,200,50,0.0005,0.85,0.6776251,0.6798047
BlackOut,8,200,50,0.005,0.9,0.67131895,0.6723252
BlackOut,8,600,200,0.005,0.85,0.674824,0.6747426
BlackOut,7,600,50,0.01,0.9,0.50820786,0.50691366
BlackOut,8,400,200,0.001,0.95,0.5048348,0.50370675
BlackOut,10,200,150,0.005,0.85,0.62453556,0.6224595
BlackOut,5,600,100,0.005,0.9,0.6522585,0.6498965
BlackOut,6,200,200,0.001,0.85,0.6925352,0.69303554
BlackOut,6,400,150,0.001,0.95,0.68022096,0.680907
BlackOut,10,600,200,0.0005,0.85,0.46483672,0.4630291
BlackOut,5,600,50,0.001,0.95,0.43446422,0.43303537
BlackOut,5,200,100,0.01,0.85,0.6325186,0.6306502
BlackOut,10,600,100,0.001,0.95,0.61353636,0.612829
BlackOut,8,400,100,0.001,0.95,0.657851,0.6590356
BlackOut,10,600,50,0.01,0.9,0.64818144,0.6489163
BlackOut,6,200,200,0.001,0.9,0.6424081,0.6438469
BlackOut,7,200,150,0.005,0.95,0.62913084,0.6299414
BlackOut,9,600,100,0.005,0.85,0.67522,0.67551494
BlackOut,7,600,200,0.001,0.9,0.52596796,0.5243291
BlackOut,7,400,100,0.005,0.85,0.64763886,0.6474253
BlackOut,5,600,200,0.01,0.95,0.6573524,0.6588328
BlackOut,5,600,200,0.005,0.85,0.5800743,0.5797409
BlackOut,9,600,150,0.0005,0.95,0.6019163,0.60269505
BlackOut,6,400,200,0.005,0.95,0.6344984,0.63612056
